contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Linear_Seq385	57644	No	NA	78	31	6	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq449	46448	No	NA	60	6	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq5	43158	No	NA	83	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq69	36647	No	NA	58	12	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq101	41342	No	NA	54	6	1	High-quality	High-quality	97.78	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq165	33273	No	NA	56	17	0	High-quality	High-quality	94.57	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq325	70936	No	NA	98	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.83	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
Circular_Seq357	42723	No	NA	76	23	1	High-quality	High-quality	99.66	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq421	100140	No	NA	97	14	1	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq453	28774	No	NA	46	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq549	79699	No	NA	122	26	2	High-quality	High-quality	98.89	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq581	152285	No	NA	187	26	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq901	35699	No	NA	63	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq933	38841	No	NA	58	9	1	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq2	19288	No	NA	28	6	0	Low-quality	Genome-fragment	45.65	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq34	79687	No	NA	120	18	2	Medium-quality	Genome-fragment	79.15	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq66	64974	Yes	58196	97	11	2	High-quality	High-quality	96.32	AAI-based (high-confidence)	10.43	1.01	
Linear_Seq98	25749	No	NA	44	4	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.17	
Linear_Seq162	42786	Yes	35352	52	15	3	High-quality	High-quality	94.1	AAI-based (medium-confidence)	17.37	1.0	
Linear_Seq226	35498	No	NA	17	3	1	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.11	
Linear_Seq258	100198	No	NA	97	13	1	High-quality	High-quality	98.31	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq322	46515	No	NA	72	23	1	High-quality	High-quality	98.83	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq354	39349	No	NA	59	14	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq386	63169	No	NA	79	30	1	Medium-quality	Genome-fragment	83.65	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq482	32293	No	NA	56	16	0	High-quality	High-quality	99.13	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq70	59320	No	NA	90	29	2	High-quality	High-quality	99.12	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq102	43556	No	NA	68	10	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq198	34711	No	NA	45	24	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq230	75450	No	NA	120	17	5	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq358	48323	No	NA	82	18	0	High-quality	High-quality	95.11	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq518	48886	No	NA	68	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq550	43412	No	NA	80	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq582	40541	No	NA	66	33	0	High-quality	High-quality	98.62	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq614	41061	No	NA	76	20	0	High-quality	High-quality	98.67	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq646	63333	No	NA	91	10	3	High-quality	High-quality	99.12	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq710	64444	Yes	43367	76	20	7	Medium-quality	Genome-fragment	81.03	AAI-based (high-confidence)	32.71	1.04	
Circular_Seq838	46247	No	NA	66	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq902	41112	No	NA	82	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq3	26880	No	NA	35	10	0	Low-quality	Genome-fragment	41.42	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq35	64226	No	NA	82	33	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq67	30421	No	NA	54	11	3	Medium-quality	Genome-fragment	72.89	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq99	40779	No	NA	62	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq131	28643	Yes	20053	49	8	5	Low-quality	Genome-fragment	31.66	AAI-based (high-confidence)	29.99	1.05	
Linear_Seq227	29986	No	NA	26	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.12	contig >1.5x longer than expected genome length
Linear_Seq291	31779	No	NA	58	18	1	High-quality	High-quality	99.86	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq323	36853	No	NA	43	3	2	Medium-quality	Genome-fragment	86.04	AAI-based (high-confidence)	0.0	1.03	
Linear_Seq451	103131	No	NA	98	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq483	52004	No	NA	68	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq39	45702	No	NA	75	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq167	44994	No	NA	67	18	1	High-quality	High-quality	99.86	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq199	35094	No	NA	54	19	1	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq295	40059	No	NA	72	19	2	High-quality	High-quality	97.61	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq391	46069	No	NA	75	48	0	High-quality	High-quality	97.68	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq423	43266	No	NA	67	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq519	45656	No	NA	63	26	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq583	36630	No	NA	51	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq615	5525	No	NA	8	2	0	High-quality	High-quality	99.93	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq871	31263	No	NA	46	20	1	High-quality	High-quality	90.66	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq68	37382	No	NA	54	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq132	39620	No	NA	47	5	0	High-quality	High-quality	98.68	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq164	34085	No	NA	46	12	0	Medium-quality	Genome-fragment	50.8	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq228	15819	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
Linear_Seq260	11081	No	NA	15	1	1	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq324	42229	No	NA	43	9	1	High-quality	High-quality	98.59	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq484	43057	No	NA	62	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq40	62451	No	NA	115	35	5	High-quality	High-quality	99.35	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq72	73326	No	NA	85	37	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq104	28857	No	NA	47	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.39	contig >1.5x longer than expected genome length
Circular_Seq136	72613	No	NA	105	14	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq200	40053	No	NA	73	11	2	Medium-quality	Genome-fragment	87.91	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq296	40461	No	NA	70	18	0	High-quality	High-quality	95.74	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq360	50394	No	NA	90	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq392	56256	No	NA	93	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq424	43268	No	NA	79	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq520	40914	No	NA	61	18	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq680	43970	No	NA	68	33	0	High-quality	High-quality	99.74	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq712	41682	No	NA	62	10	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq744	58213	No	NA	103	13	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq776	36856	No	NA	72	26	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq5	45138	Yes	38444	59	26	3	High-quality	High-quality	92.89	AAI-based (high-confidence)	14.83	1.0	
Linear_Seq37	34663	No	NA	63	7	1	Medium-quality	Genome-fragment	81.63	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq69	70025	Yes	59929	89	38	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	14.42	1.0	contig >1.5x longer than expected genome length
Linear_Seq101	82676	Yes	75814	121	50	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	8.3	1.01	contig >1.5x longer than expected genome length
Linear_Seq165	54278	No	NA	95	17	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.33	
Linear_Seq197	37930	No	NA	42	6	1	Medium-quality	Genome-fragment	65.41	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq229	5773	No	NA	9	2	0	Medium-quality	Genome-fragment	53.82	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq261	46318	Yes	42278	81	14	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	8.72	1.01	
Linear_Seq293	36411	Yes	33329	62	18	2	Medium-quality	Genome-fragment	89.0	AAI-based (high-confidence)	8.46	1.0	
Linear_Seq357	13957	No	NA	17	6	0	Low-quality	Genome-fragment	46.98	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq453	14862	No	NA	18	8	0	Low-quality	Genome-fragment	48.43	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq105	56306	No	NA	82	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq137	92964	No	NA	91	10	0	High-quality	High-quality	99.78	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq233	42359	No	NA	80	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq265	85244	No	NA	104	11	2	High-quality	High-quality	96.9	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq361	52888	No	NA	92	29	0	Low-quality	Genome-fragment	46.44	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq393	6239	No	NA	8	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq425	36795	No	NA	48	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq585	42236	No	NA	50	1	0	Medium-quality	Genome-fragment	88.72	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq617	36906	No	NA	62	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq681	96334	No	NA	92	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq969	34803	No	NA	63	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq166	37069	No	NA	71	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq230	24437	No	NA	38	18	0	Medium-quality	Genome-fragment	53.17	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq262	40996	No	NA	70	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq294	55886	No	NA	82	19	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq358	36705	No	NA	56	19	0	Medium-quality	Genome-fragment	87.02	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq454	8030	No	NA	12	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.4	
Linear_Seq486	57963	No	NA	100	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq10	43515	No	NA	65	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq42	43182	No	NA	57	48	0	High-quality	High-quality	98.38	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq138	40504	No	NA	56	26	0	High-quality	High-quality	91.99	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq298	37219	No	NA	49	10	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq522	41919	No	NA	60	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq554	38758	No	NA	61	16	0	High-quality	High-quality	98.79	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq618	59410	No	NA	100	36	0	High-quality	High-quality	98.21	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq650	40224	No	NA	78	15	1	High-quality	High-quality	99.48	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq682	42401	No	NA	76	17	1	High-quality	High-quality	99.27	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq906	35028	No	NA	56	16	0	High-quality	High-quality	99.14	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq39	79990	No	NA	130	18	3	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq135	16668	No	NA	22	8	0	Medium-quality	Genome-fragment	85.48	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq231	20593	No	NA	22	10	0	Medium-quality	Genome-fragment	63.41	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq263	38960	No	NA	56	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq295	65556	No	NA	94	26	1	High-quality	High-quality	90.58	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq359	116896	No	NA	180	26	6	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.08	
Linear_Seq423	77912	No	NA	60	3	0	Medium-quality	Genome-fragment	67.47	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq43	63195	No	NA	104	18	0	High-quality	High-quality	99.91	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq235	41844	No	NA	67	7	0	High-quality	High-quality	99.98	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq299	45906	No	NA	59	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq427	45506	No	NA	82	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq523	97353	Yes	91588	93	10	4	High-quality	High-quality	95.44	AAI-based (high-confidence)	5.92	1.0	
Circular_Seq587	46330	No	NA	64	10	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq619	45063	No	NA	63	30	1	High-quality	High-quality	99.82	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq651	124293	No	NA	144	39	3	High-quality	High-quality	96.26	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq683	35725	No	NA	51	15	0	High-quality	High-quality	99.71	AAI-based (high-confidence)	0.0	1.0	
