contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Circular_Seq125	60189	No	NA	92	32	0	High-quality	High-quality	99.07	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq126	47476	No	NA	62	15	1	High-quality	High-quality	92.75	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq127	53640	No	NA	88	35	1	High-quality	High-quality	95.57	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq128	54004	No	NA	79	22	0	High-quality	High-quality	98.58	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq129	52586	No	NA	72	17	1	High-quality	High-quality	95.76	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq130	90935	No	NA	91	6	0	High-quality	High-quality	95.23	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq131	51845	No	NA	93	29	0	Low-quality	Genome-fragment	45.52	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq132	57061	No	NA	104	20	1	High-quality	High-quality	93.36	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq133	91955	No	NA	82	9	0	High-quality	High-quality	98.71	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq134	41936	No	NA	77	14	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq135	75752	No	NA	130	20	1	High-quality	High-quality	93.92	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq136	72613	No	NA	105	14	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq137	92964	No	NA	91	10	0	High-quality	High-quality	99.78	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq138	40504	No	NA	56	26	0	High-quality	High-quality	91.99	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq139	96270	No	NA	90	12	0	High-quality	High-quality	90.67	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq140	93556	No	NA	91	10	3	High-quality	High-quality	97.35	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq141	89026	No	NA	103	5	0	High-quality	High-quality	96.92	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq142	78405	No	NA	130	20	5	High-quality	High-quality	99.27	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq143	145779	No	NA	213	39	4	High-quality	High-quality	98.97	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq144	99434	No	NA	99	14	1	High-quality	High-quality	98.08	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq145	81598	No	NA	140	22	1	High-quality	High-quality	96.93	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq146	46028	No	NA	73	23	1	High-quality	High-quality	97.07	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq147	95743	No	NA	91	14	5	High-quality	High-quality	99.64	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq148	95752	No	NA	86	11	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.03	
Circular_Seq149	92082	No	NA	82	10	0	High-quality	High-quality	95.93	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq150	48499	No	NA	68	18	1	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq151	44336	No	NA	62	11	1	High-quality	High-quality	97.84	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq152	29735	No	NA	48	15	0	Medium-quality	Genome-fragment	57.99	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq153	94016	No	NA	98	14	1	High-quality	High-quality	94.5	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq154	99950	No	NA	110	14	1	High-quality	High-quality	99.93	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq155	45754	No	NA	78	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq156	55423	No	NA	75	33	1	High-quality	High-quality	97.67	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq157	42317	No	NA	63	11	0	High-quality	High-quality	93.47	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq158	143198	No	NA	178	34	3	High-quality	High-quality	98.94	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq159	163954	No	NA	195	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq160	93227	No	NA	144	14	1	High-quality	High-quality	98.49	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq161	45254	No	NA	73	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq162	107562	No	NA	141	27	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq163	45135	No	NA	72	15	1	High-quality	High-quality	99.68	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq164	44234	No	NA	67	37	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq165	33273	No	NA	56	17	0	High-quality	High-quality	94.57	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq166	30317	No	NA	50	12	0	High-quality	High-quality	98.08	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq167	44994	No	NA	67	18	1	High-quality	High-quality	99.86	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq168	49533	No	NA	75	20	0	High-quality	High-quality	97.49	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq169	56403	No	NA	102	23	2	High-quality	High-quality	98.86	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq170	101835	No	NA	82	12	1	High-quality	High-quality	98.77	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq171	43590	No	NA	54	7	0	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq172	47457	No	NA	76	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq173	47597	No	NA	63	21	0	High-quality	High-quality	98.81	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq174	42855	No	NA	57	9	0	High-quality	High-quality	99.48	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq175	40982	No	NA	71	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq176	73173	No	NA	117	15	5	High-quality	High-quality	95.5	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq177	113853	No	NA	125	36	1	Medium-quality	Genome-fragment	83.68	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq178	39936	No	NA	68	15	0	High-quality	High-quality	94.59	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq179	43169	No	NA	68	15	1	High-quality	High-quality	95.92	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq180	46653	No	NA	71	20	0	High-quality	High-quality	98.88	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq181	42443	No	NA	70	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq182	74889	No	NA	127	18	3	High-quality	High-quality	97.85	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq183	48364	No	NA	64	13	2	High-quality	High-quality	97.25	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq184	56623	No	NA	96	15	2	High-quality	High-quality	98.26	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq185	98302	No	NA	92	11	0	High-quality	High-quality	92.57	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq186	61560	No	NA	101	31	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq187	36236	No	NA	61	13	1	High-quality	High-quality	92.07	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq188	39223	No	NA	60	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq189	50263	No	NA	81	28	0	Low-quality	Genome-fragment	44.14	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq190	42865	No	NA	72	20	0	Medium-quality	Genome-fragment	53.62	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq191	47433	No	NA	67	7	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq192	47431	No	NA	66	7	0	Medium-quality	Genome-fragment	80.26	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq193	41769	No	NA	56	33	0	High-quality	High-quality	95.67	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq194	41775	No	NA	53	31	0	High-quality	High-quality	96.2	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq195	41775	No	NA	57	33	0	High-quality	High-quality	96.2	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq196	33349	No	NA	31	12	0	High-quality	High-quality	91.98	HMM-based (lower-bound)	0.0	1.24	
Circular_Seq197	44168	No	NA	83	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq198	34711	No	NA	45	24	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq199	35094	No	NA	54	19	1	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq200	40053	No	NA	73	11	2	Medium-quality	Genome-fragment	87.91	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq201	40482	No	NA	63	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq202	42185	No	NA	72	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq203	43487	No	NA	76	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq204	43512	No	NA	75	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq205	42196	No	NA	69	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq206	42195	No	NA	67	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq207	42857	No	NA	59	18	0	High-quality	High-quality	95.17	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq208	46567	No	NA	61	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq209	44910	No	NA	71	22	0	High-quality	High-quality	99.84	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq210	43515	No	NA	76	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq211	44909	No	NA	68	21	0	High-quality	High-quality	99.82	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq212	55645	No	NA	89	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq213	46568	No	NA	62	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq214	42194	No	NA	70	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq215	43515	No	NA	75	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq216	44362	No	NA	56	4	0	High-quality	High-quality	98.06	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq217	20037	No	NA	35	4	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq218	40088	No	NA	62	27	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq219	43515	No	NA	75	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq220	55650	No	NA	93	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq221	44902	No	NA	70	21	0	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq222	44908	No	NA	71	20	0	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq223	40084	No	NA	64	28	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq224	42192	No	NA	71	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq225	20035	No	NA	35	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq226	75448	No	NA	113	18	4	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq227	40485	No	NA	63	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq228	187381	No	NA	237	30	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq229	44908	No	NA	71	21	0	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq230	75450	No	NA	120	17	5	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq231	42030	No	NA	54	5	0	High-quality	High-quality	92.95	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq232	51074	No	NA	71	17	0	High-quality	High-quality	96.84	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq233	42359	No	NA	80	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
